
clara,10,10,10,397
arnaud,5,5,1,55
arnaud,10,10,10,144
arnaud,18,18,40,402
arnaud,24,24,100,842
arnaud,10,10,1,1
arnaud,20,3,6,12
arnaud,10,10,10,56
arnaud,10,10,3,8
